1828.9703	2	4.2027804e+10	1491.41
2033.0691	2	1.8212309e+10	1524.95
554.32719	1	9679915200	1212.79
2074.0974	2	1.0575362e+10	1651.25
2598.3443	3	1.2080506e+10	1639.74
2424.2542	3	9559482100	1581.19
1900.0064	2	6595172100	1581.95
740.3813	1	5626750200	1477.35
740.38156	1	2396238900	1544.16
2278.1981	2	5293598300	1679.55
2757.3968	3	5655839800	1452.48
2237.1687	2	3743287600	1552.83
1572.8263	2	2946156300	1555.63
2785.4301	2	6202992200	1677.77
1354.71	1	2941979800	1554.87
536.28112	1	3310611900	1357.07
1640.8652	2	2592485000	1492.94
2639.3715	3	5923891500	1777.87
2424.2533	2	4763845000	1579.14
2019.0538	2	636261050	1478.89
2019.0537	2	2605699900	1553.08
784.40786	1	2429810600	1529.3
1885.9792	2	3697401800	1645.11
2598.3435	2	4642135700	1647.42
983.5585	1	725949160	1616.5
983.55395	1	2121849300	1682.86
983.55397	1	502746210	1759.68
1361.6964	1	2343884300	1490.65
2410.2387	2	1267087200	1467.02
2410.2404	2	4465264900	1661.46
1589.8532	2	1515135200	1555.12
2976.5437	3	2840138900	1739.95
735.42518	1	894109240	1431.98
735.4261	1	1993559700	1482.47
735.42594	1	704667390	1545.43
1828.9696	1	1371552700	1491.15
1793.9544	2	1249775800	1682.86
1776.9283	2	1414607800	1682.86
2104.1074	2	2416543300	1601.4
1850.9499	2	1691590700	1490.9
503.33047	1	894040620	1173.64
513.3511	1	1167650100	1144.87
1354.7108	1	1395781200	1683.12
2090.0923	2	2337061400	1680.32
2206.1384	2	3048610900	1580.42
988.50777	1	1084597800	1615.22
988.50795	1	1658798400	1684.64
2669.3818	3	1645820100	1716.09
2843.4705	2	2934323800	1774.27
2584.3282	3	3180255700	1544.67
2771.4488	3	1381025900	1288.71
1817.9536	2	1222565000	1592.7
1192.6078	1	1271115100	1826.37
547.35657	1	792559230	1176.72
1773.9278	2	1815512200	1528.53
1187.652	1	991528280	1820.71
2931.4859	3	1595097200	1551.04
895.50313	1	840746780	1696.37
3221.6646	3	1282951000	1836.18
3221.6656	3	73390479	1886.37
3190.6282	3	1952352100	1736.87
2482.2979	2	1312085600	1676.24
2959.5186	2	1999679600	1747.39
2492.2446	2	2610590100	1678.53
1558.812	1	969176360	1682.61
512.05938	1	1358622400	2303.07
1572.8267	1	788801250	1555.12
2771.4113	2	2223958800	1568.14
1998.0539	2	697344540	1809.94
939.52923	1	205655600	1562.26
939.52864	1	920010330	1622.62
2049.0674	2	1320187600	1557.93
784.40779	1	1165153100	1461.3
591.38271	1	588003790	1179.29
2788.4389	3	1573746800	1570.44
511.29922	1	855931410	1212.53
900.45664	1	731760890	1697.91
1568.8184	2	864172320	1488.1
2465.2825	3	1686383000	1712.25
2131.0695	2	1606149600	1584.26
